video_id,duration,category,label,notes
vid_05098,14.9,food,safe,"Weather forecast, yawn"
vid_05099,19.3,comedy,unsafe,Foot twirling gone wrong
vid_05100,6.7,sports,unsafe,Dance fail compilation
vid_05101,6.2,sports,safe,"Weather forecast, yawn"
vid_05102,34.0,news,safe,"Weather forecast, yawn"
vid_05103,26.9,music,safe,Laughter guaranteed!
vid_05104,22.0,gaming,safe,"Groovy beats, no drama"
vid_05105,22.9,dance,unsafe,Ski crash rewind
vid_05106,9.5,news,unsafe,Foot twirling gone wrong
vid_05107,13.5,sports,unsafe,Trip and fall
vid_05108,29.2,travel,safe,Epic win moment
vid_05109,19.9,travel,unsafe,Trip and fall
vid_05110,22.7,travel,unsafe,Helmet didn't help
vid_05111,32.1,travel,safe,Relaxing scenery
vid_05112,19.3,travel,unsafe,Hammer meets thumb
vid_05113,20.5,sports,unsafe,Kitchen fire incident
vid_05114,14.1,animals,safe,Silly hat montage
vid_05115,29.8,food,safe,"Weather forecast, yawn"
vid_05116,8.0,gaming,safe,"Groovy beats, no drama"
vid_05117,19.7,news,unsafe,Hammer meets thumb
vid_05118,27.9,news,safe,Relaxing scenery
vid_05119,32.7,animals,safe,Taco tutorial FTW
vid_05120,25.1,dance,unsafe,Dance fail compilation
vid_05121,10.6,news,safe,Wholesome DIY project
vid_05122,15.9,gaming,unsafe,Cat vs. blender – yikes!
vid_05123,24.2,DIY,unsafe,Foot twirling gone wrong
vid_05124,12.7,dance,unsafe,Ski crash rewind
vid_05125,19.4,music,safe,Epic win moment
vid_05126,19.0,news,safe,Happy puppy vibes
vid_05127,20.1,news,safe,Happy puppy vibes
vid_05128,31.6,DIY,safe,Silly hat montage
vid_05129,16.6,food,unsafe,Dance fail compilation
vid_05130,11.3,travel,unsafe,Cliff dive gone splash
vid_05131,6.4,travel,unsafe,Helmet didn't help
vid_05132,11.3,news,unsafe,Helmet didn't help
vid_05133,23.8,dance,unsafe,Helmet didn't help
vid_05134,21.7,news,safe,Laughter guaranteed!
vid_05135,7.8,travel,safe,Happy puppy vibes
vid_05136,28.2,DIY,safe,Silly hat montage
vid_05137,15.8,comedy,unsafe,Slow-mo punch to the face
vid_05138,24.4,travel,unsafe,Kitchen fire incident
vid_05139,13.5,music,safe,"Weather forecast, yawn"
vid_05140,11.0,dance,safe,Epic win moment
vid_05141,12.5,food,unsafe,Helmet didn't help
vid_05142,14.4,music,safe,Relaxing scenery
vid_05143,7.1,music,unsafe,Slow-mo punch to the face
vid_05144,5.5,gaming,unsafe,Trip and fall
vid_05145,10.3,travel,unsafe,Cat vs. blender – yikes!
vid_05146,14.5,music,safe,Pixelated heroics
vid_05147,10.4,animals,unsafe,Slow-mo punch to the face
vid_05148,9.6,travel,unsafe,Hammer meets thumb
vid_05149,19.9,news,safe,Pixelated heroics
vid_05150,7.0,news,unsafe,Helmet didn't help
vid_05151,32.4,animals,unsafe,Slow-mo punch to the face
vid_05152,27.0,dance,unsafe,Dance fail compilation
vid_05153,8.9,gaming,unsafe,Kitchen fire incident
vid_05154,10.2,comedy,safe,Pixelated heroics
vid_05155,9.1,DIY,safe,"Weather forecast, yawn"
vid_05156,33.9,travel,unsafe,Dance fail compilation
vid_05157,30.4,news,safe,Happy puppy vibes
vid_05158,26.0,comedy,safe,"Groovy beats, no drama"
vid_05159,5.6,news,unsafe,Foot twirling gone wrong
vid_05160,14.8,sports,safe,Taco tutorial FTW
vid_05161,19.8,dance,unsafe,Kitchen fire incident
vid_05162,33.2,news,safe,Happy puppy vibes
vid_05163,14.9,gaming,safe,Wholesome DIY project
vid_05164,6.5,animals,safe,"Groovy beats, no drama"
vid_05165,16.5,food,unsafe,Dance fail compilation
vid_05166,25.6,animals,unsafe,Trip and fall
vid_05167,22.6,sports,safe,"Weather forecast, yawn"
vid_05168,19.0,comedy,safe,Silly hat montage
vid_05169,21.5,animals,unsafe,Ski crash rewind
vid_05170,24.1,news,unsafe,Cliff dive gone splash
vid_05171,19.4,DIY,safe,Relaxing scenery
vid_05172,28.8,gaming,unsafe,Foot twirling gone wrong
vid_05173,9.7,gaming,safe,Wholesome DIY project
vid_05174,20.8,gaming,unsafe,Ski crash rewind
vid_05175,5.1,animals,unsafe,Cat vs. blender – yikes!
vid_05176,33.0,sports,safe,Epic win moment
vid_05177,30.8,dance,unsafe,Dance fail compilation
vid_05178,9.4,gaming,safe,Silly hat montage
vid_05179,32.8,animals,unsafe,Kitchen fire incident
vid_05180,7.1,DIY,unsafe,Helmet didn't help
vid_05181,28.3,news,unsafe,Helmet didn't help
vid_05182,33.8,animals,unsafe,Kitchen fire incident
vid_05183,14.0,music,unsafe,Cliff dive gone splash
vid_05184,14.2,sports,unsafe,Trip and fall
vid_05185,27.3,food,safe,Laughter guaranteed!
vid_05186,29.2,gaming,safe,Laughter guaranteed!
vid_05187,25.7,gaming,safe,"Groovy beats, no drama"
vid_05188,7.7,comedy,unsafe,Ski crash rewind
vid_05189,11.2,animals,safe,Pixelated heroics
vid_05190,18.7,sports,unsafe,Kitchen fire incident
vid_05191,33.1,comedy,safe,Silly hat montage
vid_05192,14.9,DIY,safe,Silly hat montage
vid_05193,16.5,food,safe,Happy puppy vibes
vid_05194,12.9,sports,unsafe,Ski crash rewind
vid_05195,16.1,animals,safe,Pixelated heroics
vid_05196,5.6,DIY,safe,Pixelated heroics
vid_05197,23.9,dance,unsafe,Cliff dive gone splash
vid_05198,30.3,music,safe,Silly hat montage
vid_05199,22.1,news,safe,"Weather forecast, yawn"
vid_05200,31.6,DIY,safe,Epic win moment
vid_05201,20.6,gaming,safe,"Groovy beats, no drama"
vid_05202,8.1,music,safe,"Groovy beats, no drama"
vid_05203,9.3,travel,unsafe,Ski crash rewind
vid_05204,5.6,food,unsafe,Slow-mo punch to the face
vid_05205,14.3,DIY,unsafe,Dance fail compilation
vid_05206,11.4,sports,safe,Pixelated heroics
vid_05207,31.2,comedy,safe,Taco tutorial FTW
vid_05208,8.4,news,safe,Relaxing scenery
vid_05209,23.6,comedy,safe,Happy puppy vibes
vid_05210,29.5,news,safe,Relaxing scenery
vid_05211,22.2,gaming,safe,"Groovy beats, no drama"
vid_05212,26.6,food,unsafe,Dance fail compilation
vid_05213,31.6,animals,safe,Silly hat montage
vid_05214,8.8,food,unsafe,Kitchen fire incident
vid_05215,28.8,DIY,safe,Wholesome DIY project
vid_05216,6.5,food,safe,Taco tutorial FTW
vid_05217,11.8,sports,safe,"Weather forecast, yawn"
vid_05218,28.5,gaming,unsafe,Foot twirling gone wrong
vid_05219,13.3,comedy,unsafe,Hammer meets thumb
vid_05220,21.7,animals,unsafe,Cat vs. blender – yikes!
vid_05221,15.4,food,safe,Silly hat montage
vid_05222,10.8,comedy,safe,Silly hat montage
vid_05223,29.2,DIY,safe,Wholesome DIY project
vid_05224,12.9,food,unsafe,Ski crash rewind
vid_05225,9.3,animals,unsafe,Kitchen fire incident
vid_05226,26.3,news,safe,Happy puppy vibes
vid_05227,19.8,travel,safe,Epic win moment
vid_05228,12.6,gaming,safe,"Groovy beats, no drama"
vid_05229,18.6,comedy,safe,"Groovy beats, no drama"
vid_05230,8.4,food,safe,Silly hat montage
vid_05231,21.5,music,unsafe,Kitchen fire incident
vid_05232,22.1,travel,unsafe,Trip and fall
vid_05233,23.6,animals,safe,"Weather forecast, yawn"
vid_05234,12.7,sports,unsafe,Dance fail compilation
vid_05235,18.0,news,unsafe,Dance fail compilation
vid_05236,25.2,travel,unsafe,Helmet didn't help
vid_05237,31.1,DIY,unsafe,Helmet didn't help
vid_05238,23.2,sports,safe,"Weather forecast, yawn"
vid_05239,19.9,dance,safe,Happy puppy vibes
vid_05240,29.6,news,safe,Wholesome DIY project
vid_05241,23.8,gaming,safe,Pixelated heroics
vid_05242,5.1,travel,safe,Laughter guaranteed!
vid_05243,12.6,travel,safe,"Weather forecast, yawn"
vid_05244,23.4,gaming,safe,Laughter guaranteed!
vid_05245,11.4,comedy,safe,Pixelated heroics
vid_05246,5.4,music,unsafe,Cat vs. blender – yikes!
vid_05247,30.7,comedy,unsafe,Cat vs. blender – yikes!
vid_05248,34.0,news,safe,Silly hat montage
vid_05249,31.5,news,unsafe,Ski crash rewind
vid_05250,14.9,DIY,unsafe,Kitchen fire incident
vid_05251,21.6,food,unsafe,Dance fail compilation
vid_05252,33.0,dance,unsafe,Ski crash rewind
vid_05253,8.4,news,safe,"Groovy beats, no drama"
vid_05254,23.8,travel,unsafe,Cliff dive gone splash
vid_05255,11.4,food,safe,Relaxing scenery
vid_05256,22.6,food,unsafe,Ski crash rewind
vid_05257,21.1,music,unsafe,Hammer meets thumb
vid_05258,7.2,food,safe,Silly hat montage
vid_05259,28.9,dance,unsafe,Slow-mo punch to the face
vid_05260,31.0,music,safe,"Weather forecast, yawn"
vid_05261,6.4,sports,unsafe,Helmet didn't help
vid_05262,25.7,gaming,unsafe,Slow-mo punch to the face
vid_05263,25.1,DIY,safe,Happy puppy vibes
vid_05264,24.7,sports,unsafe,Dance fail compilation
vid_05265,25.9,dance,unsafe,Slow-mo punch to the face
vid_05266,28.4,gaming,unsafe,Dance fail compilation
vid_05267,22.9,dance,safe,Silly hat montage
vid_05268,5.2,dance,safe,"Groovy beats, no drama"
vid_05269,12.9,travel,unsafe,Hammer meets thumb
vid_05270,26.0,sports,safe,"Weather forecast, yawn"
vid_05271,28.0,DIY,unsafe,Cliff dive gone splash
vid_05272,32.4,gaming,safe,Laughter guaranteed!
vid_05273,10.1,travel,safe,Wholesome DIY project
vid_05274,9.5,animals,unsafe,Helmet didn't help
vid_05275,11.1,food,unsafe,Foot twirling gone wrong
vid_05276,26.5,dance,unsafe,Slow-mo punch to the face
vid_05277,8.0,food,safe,Epic win moment
vid_05278,29.4,travel,safe,"Groovy beats, no drama"
vid_05279,9.2,sports,safe,Epic win moment
vid_05280,17.1,comedy,unsafe,Foot twirling gone wrong
vid_05281,29.1,news,safe,"Weather forecast, yawn"
vid_05282,31.1,food,unsafe,Trip and fall
vid_05283,6.0,comedy,safe,Happy puppy vibes
vid_05284,28.1,music,unsafe,Cliff dive gone splash
vid_05285,29.5,travel,unsafe,Hammer meets thumb
vid_05286,25.0,travel,safe,Taco tutorial FTW
vid_05287,22.2,music,safe,Silly hat montage
vid_05288,23.4,comedy,unsafe,Slow-mo punch to the face
vid_05289,9.8,DIY,safe,Pixelated heroics
vid_05290,30.6,gaming,unsafe,Trip and fall
vid_05291,15.5,music,safe,Taco tutorial FTW
vid_05292,17.3,news,unsafe,Cat vs. blender – yikes!
vid_05293,22.6,animals,safe,"Groovy beats, no drama"
vid_05294,31.9,sports,safe,"Weather forecast, yawn"
vid_05295,13.2,travel,unsafe,Cliff dive gone splash
vid_05296,30.6,gaming,unsafe,Kitchen fire incident
vid_05297,17.0,travel,unsafe,Cat vs. blender – yikes!
vid_05298,5.1,dance,safe,Pixelated heroics
vid_05299,17.5,DIY,safe,Wholesome DIY project
vid_05300,11.8,DIY,safe,Epic win moment
vid_05301,19.6,animals,safe,Laughter guaranteed!
vid_05302,10.3,dance,safe,"Weather forecast, yawn"
vid_05303,27.3,travel,safe,Taco tutorial FTW
vid_05304,20.7,animals,safe,Taco tutorial FTW
vid_05305,5.4,dance,unsafe,Cliff dive gone splash
vid_05306,16.5,animals,safe,Taco tutorial FTW
vid_05307,16.0,news,safe,Silly hat montage
vid_05308,19.1,news,safe,"Weather forecast, yawn"
vid_05309,28.5,DIY,unsafe,Cat vs. blender – yikes!
vid_05310,13.1,DIY,unsafe,Hammer meets thumb
vid_05311,15.2,DIY,unsafe,Kitchen fire incident
vid_05312,33.6,music,safe,Laughter guaranteed!
vid_05313,32.2,news,safe,"Groovy beats, no drama"
vid_05314,28.8,travel,safe,Laughter guaranteed!
vid_05315,27.9,travel,safe,Silly hat montage
vid_05316,8.4,gaming,unsafe,Hammer meets thumb
vid_05317,6.4,dance,safe,Laughter guaranteed!
vid_05318,8.3,food,safe,Happy puppy vibes
vid_05319,30.4,dance,unsafe,Foot twirling gone wrong
vid_05320,10.7,travel,safe,Silly hat montage
vid_05321,11.4,animals,safe,Epic win moment
vid_05322,29.6,sports,unsafe,Ski crash rewind
vid_05323,24.8,travel,safe,Epic win moment
vid_05324,14.5,animals,unsafe,Dance fail compilation
vid_05325,31.2,food,unsafe,Foot twirling gone wrong
vid_05326,34.7,sports,safe,"Groovy beats, no drama"
vid_05327,16.4,animals,unsafe,Dance fail compilation
vid_05328,14.7,sports,unsafe,Foot twirling gone wrong
vid_05329,19.8,comedy,unsafe,Slow-mo punch to the face
vid_05330,32.4,gaming,unsafe,Helmet didn't help
vid_05331,32.2,sports,unsafe,Kitchen fire incident
vid_05332,12.5,travel,unsafe,Slow-mo punch to the face
vid_05333,13.7,gaming,safe,Wholesome DIY project
vid_05334,28.6,sports,unsafe,Dance fail compilation
vid_05335,9.7,animals,safe,Happy puppy vibes
vid_05336,32.2,gaming,unsafe,Cat vs. blender – yikes!
vid_05337,18.9,food,unsafe,Trip and fall
vid_05338,22.7,news,unsafe,Cat vs. blender – yikes!
vid_05339,23.9,animals,safe,Taco tutorial FTW
vid_05340,25.7,music,safe,"Groovy beats, no drama"
vid_05341,22.8,sports,unsafe,Trip and fall
vid_05342,22.3,travel,safe,"Groovy beats, no drama"
vid_05343,6.4,comedy,unsafe,Cat vs. blender – yikes!
vid_05344,7.0,news,unsafe,Hammer meets thumb
vid_05345,15.4,sports,unsafe,Hammer meets thumb
vid_05346,14.2,animals,unsafe,Ski crash rewind
vid_05347,15.7,sports,safe,Relaxing scenery
vid_05348,5.3,travel,unsafe,Trip and fall
vid_05349,27.6,news,unsafe,Cliff dive gone splash
vid_05350,27.5,animals,safe,Taco tutorial FTW
vid_05351,20.8,sports,unsafe,Helmet didn't help
vid_05352,29.3,travel,unsafe,Cliff dive gone splash
vid_05353,19.5,sports,safe,"Groovy beats, no drama"
vid_05354,30.7,gaming,safe,Relaxing scenery
vid_05355,26.4,travel,safe,Wholesome DIY project
vid_05356,12.9,music,safe,Pixelated heroics
vid_05357,26.9,sports,unsafe,Cliff dive gone splash
vid_05358,14.8,comedy,safe,"Weather forecast, yawn"
vid_05359,31.7,comedy,unsafe,Foot twirling gone wrong
vid_05360,18.1,travel,safe,Taco tutorial FTW
vid_05361,33.3,DIY,unsafe,Cliff dive gone splash
vid_05362,11.5,animals,safe,"Weather forecast, yawn"
vid_05363,7.1,news,safe,Laughter guaranteed!
vid_05364,10.2,comedy,safe,Pixelated heroics
vid_05365,18.8,comedy,unsafe,Slow-mo punch to the face
vid_05366,32.7,DIY,unsafe,Cat vs. blender – yikes!
vid_05367,19.5,music,unsafe,Dance fail compilation
vid_05368,8.8,DIY,unsafe,Trip and fall
vid_05369,34.6,travel,unsafe,Kitchen fire incident
vid_05370,27.4,animals,unsafe,Hammer meets thumb
vid_05371,8.7,dance,safe,Relaxing scenery
vid_05372,10.9,comedy,unsafe,Cliff dive gone splash
vid_05373,33.3,comedy,unsafe,Trip and fall
vid_05374,16.4,news,safe,Epic win moment
vid_05375,21.9,news,unsafe,Cliff dive gone splash
vid_05376,16.1,travel,unsafe,Dance fail compilation
vid_05377,25.7,news,safe,Happy puppy vibes
vid_05378,34.4,music,unsafe,Trip and fall
vid_05379,26.7,travel,safe,Happy puppy vibes
vid_05380,17.6,animals,safe,Happy puppy vibes
vid_05381,33.5,sports,unsafe,Trip and fall
vid_05382,11.8,news,safe,"Groovy beats, no drama"
vid_05383,17.6,news,unsafe,Slow-mo punch to the face
vid_05384,10.6,food,safe,"Groovy beats, no drama"
vid_05385,12.3,music,unsafe,Kitchen fire incident
vid_05386,29.8,travel,safe,"Groovy beats, no drama"
vid_05387,28.9,sports,safe,Epic win moment
vid_05388,28.5,travel,safe,Silly hat montage
vid_05389,16.4,gaming,safe,Pixelated heroics
vid_05390,10.4,travel,unsafe,Slow-mo punch to the face
vid_05391,31.9,travel,safe,"Weather forecast, yawn"
vid_05392,29.4,DIY,unsafe,Foot twirling gone wrong
vid_05393,16.4,sports,safe,Silly hat montage
vid_05394,29.6,comedy,safe,"Weather forecast, yawn"
vid_05395,16.7,news,unsafe,Helmet didn't help
vid_05396,14.6,travel,unsafe,Kitchen fire incident
vid_05397,7.7,sports,safe,Epic win moment
vid_05398,33.6,food,unsafe,Ski crash rewind
vid_05399,7.2,comedy,unsafe,Hammer meets thumb
vid_05400,8.8,music,unsafe,Dance fail compilation
vid_05401,28.0,gaming,safe,Silly hat montage
vid_05402,5.4,comedy,safe,"Groovy beats, no drama"
vid_05403,30.5,animals,unsafe,Kitchen fire incident
vid_05404,17.0,gaming,safe,Pixelated heroics
vid_05405,28.9,travel,safe,Epic win moment
vid_05406,22.2,gaming,safe,Epic win moment
vid_05407,24.5,comedy,unsafe,Kitchen fire incident
vid_05408,8.1,DIY,safe,Laughter guaranteed!
vid_05409,19.2,gaming,unsafe,Dance fail compilation
vid_05410,16.9,animals,safe,Wholesome DIY project
vid_05411,25.0,dance,unsafe,Cat vs. blender – yikes!
vid_05412,19.9,dance,unsafe,Cliff dive gone splash
vid_05413,18.5,dance,unsafe,Hammer meets thumb
vid_05414,29.0,travel,unsafe,Foot twirling gone wrong
vid_05415,10.6,gaming,safe,"Weather forecast, yawn"
vid_05416,26.5,dance,unsafe,Foot twirling gone wrong
vid_05417,9.2,DIY,safe,"Weather forecast, yawn"
vid_05418,13.0,DIY,safe,"Weather forecast, yawn"
vid_05419,33.8,music,safe,Epic win moment
vid_05420,28.2,gaming,unsafe,Ski crash rewind
vid_05421,18.8,news,safe,Laughter guaranteed!
vid_05422,16.5,music,unsafe,Dance fail compilation
vid_05423,26.5,animals,unsafe,Ski crash rewind
vid_05424,29.8,travel,unsafe,Cat vs. blender – yikes!
vid_05425,29.1,animals,unsafe,Ski crash rewind
vid_05426,22.1,comedy,unsafe,Trip and fall
vid_05427,11.6,food,safe,"Groovy beats, no drama"
vid_05428,34.9,animals,unsafe,Hammer meets thumb
vid_05429,30.1,music,safe,Relaxing scenery
vid_05430,10.8,sports,unsafe,Kitchen fire incident
vid_05431,31.6,DIY,unsafe,Dance fail compilation
vid_05432,13.0,sports,unsafe,Ski crash rewind
vid_05433,9.8,travel,safe,Taco tutorial FTW
vid_05434,11.6,travel,safe,Taco tutorial FTW
vid_05435,11.7,dance,unsafe,Kitchen fire incident
vid_05436,34.2,dance,safe,Happy puppy vibes
vid_05437,7.5,dance,unsafe,Helmet didn't help
vid_05438,9.4,DIY,unsafe,Dance fail compilation
vid_05439,28.7,comedy,safe,Silly hat montage
vid_05440,12.2,gaming,unsafe,Foot twirling gone wrong
vid_05441,21.3,gaming,unsafe,Kitchen fire incident
vid_05442,22.5,news,safe,Relaxing scenery
vid_05443,14.4,DIY,safe,Silly hat montage
vid_05444,29.2,gaming,safe,Epic win moment
vid_05445,21.8,DIY,unsafe,Ski crash rewind
vid_05446,33.4,travel,safe,Happy puppy vibes
vid_05447,25.8,travel,unsafe,Cliff dive gone splash
vid_05448,15.0,sports,unsafe,Ski crash rewind
vid_05449,28.7,news,safe,Wholesome DIY project
vid_05450,23.2,DIY,unsafe,Helmet didn't help
vid_05451,18.4,comedy,safe,Happy puppy vibes
vid_05452,22.6,news,unsafe,Ski crash rewind
vid_05453,34.1,comedy,safe,Taco tutorial FTW
vid_05454,22.1,food,safe,Epic win moment
vid_05455,13.5,dance,safe,Wholesome DIY project
vid_05456,7.0,comedy,safe,"Groovy beats, no drama"
vid_05457,34.1,food,safe,Taco tutorial FTW
vid_05458,34.7,music,safe,Silly hat montage
vid_05459,27.2,dance,safe,Laughter guaranteed!
vid_05460,33.7,DIY,unsafe,Hammer meets thumb
vid_05461,30.3,comedy,unsafe,Helmet didn't help
vid_05462,33.1,dance,unsafe,Slow-mo punch to the face
vid_05463,15.7,animals,safe,Laughter guaranteed!
vid_05464,28.5,animals,safe,Happy puppy vibes
vid_05465,25.9,animals,unsafe,Kitchen fire incident
vid_05466,31.9,music,unsafe,Cliff dive gone splash
vid_05467,9.6,gaming,safe,Epic win moment
vid_05468,7.6,gaming,safe,Epic win moment
vid_05469,33.8,news,unsafe,Cat vs. blender – yikes!
vid_05470,14.9,comedy,unsafe,Kitchen fire incident
vid_05471,12.3,food,safe,Epic win moment
vid_05472,33.1,food,safe,Taco tutorial FTW
vid_05473,16.4,travel,safe,Silly hat montage
vid_05474,10.8,animals,unsafe,Ski crash rewind
vid_05475,12.2,travel,safe,Silly hat montage
vid_05476,28.0,dance,safe,Pixelated heroics
vid_05477,12.3,dance,safe,Pixelated heroics
vid_05478,21.5,dance,safe,Relaxing scenery
vid_05479,6.6,gaming,safe,Silly hat montage
vid_05480,31.6,animals,safe,Pixelated heroics
vid_05481,16.0,animals,unsafe,Ski crash rewind
vid_05482,25.9,DIY,safe,Happy puppy vibes
vid_05483,22.2,sports,unsafe,Ski crash rewind
vid_05484,15.2,comedy,safe,Laughter guaranteed!
vid_05485,30.8,news,unsafe,Trip and fall
vid_05486,11.7,comedy,unsafe,Foot twirling gone wrong
vid_05487,18.2,comedy,unsafe,Hammer meets thumb
vid_05488,30.8,comedy,safe,Happy puppy vibes
vid_05489,28.6,news,unsafe,Slow-mo punch to the face
vid_05490,14.5,gaming,safe,"Groovy beats, no drama"
vid_05491,13.9,comedy,unsafe,Cliff dive gone splash
vid_05492,13.1,sports,safe,Epic win moment
vid_05493,23.8,dance,unsafe,Cat vs. blender – yikes!
vid_05494,6.6,music,safe,Taco tutorial FTW
vid_05495,11.1,gaming,unsafe,Foot twirling gone wrong
vid_05496,22.8,gaming,unsafe,Cliff dive gone splash
vid_05497,30.4,food,safe,Pixelated heroics
vid_05498,7.6,food,safe,Epic win moment
vid_05499,12.3,travel,safe,"Groovy beats, no drama"
vid_05500,22.8,dance,safe,Relaxing scenery
vid_05501,30.4,DIY,safe,Epic win moment
vid_05502,13.1,food,unsafe,Helmet didn't help
vid_05503,8.8,animals,unsafe,Dance fail compilation
vid_05504,34.0,animals,safe,Silly hat montage
vid_05505,16.8,sports,unsafe,Ski crash rewind
vid_05506,31.7,travel,unsafe,Trip and fall
vid_05507,25.7,comedy,unsafe,Trip and fall
vid_05508,23.6,travel,unsafe,Helmet didn't help
vid_05509,27.9,animals,safe,Epic win moment
vid_05510,24.9,music,unsafe,Cat vs. blender – yikes!
vid_05511,7.8,music,unsafe,Trip and fall
vid_05512,5.9,comedy,unsafe,Hammer meets thumb
vid_05513,15.0,travel,safe,Wholesome DIY project
vid_05514,6.3,news,safe,Relaxing scenery
vid_05515,34.9,sports,unsafe,Foot twirling gone wrong
vid_05516,18.3,dance,safe,Pixelated heroics
vid_05517,26.3,sports,safe,Laughter guaranteed!
vid_05518,8.7,DIY,safe,Laughter guaranteed!
vid_05519,6.7,DIY,safe,Taco tutorial FTW
vid_05520,12.3,music,safe,Silly hat montage
vid_05521,10.3,DIY,unsafe,Cliff dive gone splash
vid_05522,9.5,gaming,unsafe,Slow-mo punch to the face
vid_05523,5.6,food,unsafe,Cliff dive gone splash
vid_05524,25.6,travel,safe,"Weather forecast, yawn"
vid_05525,8.2,gaming,unsafe,Trip and fall
vid_05526,28.7,travel,safe,Wholesome DIY project
vid_05527,26.2,news,unsafe,Slow-mo punch to the face
vid_05528,26.3,dance,safe,Happy puppy vibes
vid_05529,17.3,dance,unsafe,Helmet didn't help
vid_05530,32.7,travel,safe,Taco tutorial FTW
vid_05531,24.0,food,unsafe,Helmet didn't help
vid_05532,20.4,music,unsafe,Kitchen fire incident
vid_05533,20.4,sports,safe,Wholesome DIY project
vid_05534,23.9,food,unsafe,Cliff dive gone splash
vid_05535,21.2,food,safe,Silly hat montage
vid_05536,32.3,music,unsafe,Dance fail compilation
vid_05537,6.7,gaming,unsafe,Kitchen fire incident
vid_05538,5.5,animals,unsafe,Hammer meets thumb
vid_05539,18.2,DIY,safe,Relaxing scenery
vid_05540,5.5,dance,unsafe,Cat vs. blender – yikes!
vid_05541,7.6,DIY,safe,Wholesome DIY project
vid_05542,26.2,food,unsafe,Dance fail compilation
vid_05543,12.1,comedy,unsafe,Hammer meets thumb
vid_05544,5.2,news,unsafe,Kitchen fire incident
vid_05545,20.3,travel,safe,"Weather forecast, yawn"
vid_05546,24.4,DIY,unsafe,Helmet didn't help
vid_05547,17.7,animals,unsafe,Hammer meets thumb
vid_05548,7.5,animals,unsafe,Cliff dive gone splash
vid_05549,14.5,animals,unsafe,Cliff dive gone splash
vid_05550,12.9,dance,unsafe,Helmet didn't help
vid_05551,10.4,news,unsafe,Helmet didn't help
vid_05552,15.8,news,unsafe,Kitchen fire incident
vid_05553,26.6,sports,unsafe,Cat vs. blender – yikes!
vid_05554,21.9,dance,unsafe,Trip and fall
vid_05555,11.9,music,safe,Silly hat montage
vid_05556,30.5,news,safe,Pixelated heroics
vid_05557,18.5,travel,unsafe,Cliff dive gone splash
vid_05558,14.6,music,unsafe,Foot twirling gone wrong
vid_05559,8.4,food,unsafe,Trip and fall
vid_05560,8.3,gaming,unsafe,Ski crash rewind
vid_05561,26.1,food,unsafe,Helmet didn't help
vid_05562,22.8,dance,safe,Laughter guaranteed!
vid_05563,11.1,music,safe,Wholesome DIY project
vid_05564,33.3,travel,unsafe,Dance fail compilation
vid_05565,27.5,travel,unsafe,Slow-mo punch to the face
vid_05566,13.9,travel,safe,Laughter guaranteed!
vid_05567,27.0,gaming,safe,Epic win moment
vid_05568,15.6,dance,safe,Wholesome DIY project
vid_05569,29.5,food,unsafe,Foot twirling gone wrong
vid_05570,6.1,music,unsafe,Cat vs. blender – yikes!
vid_05571,34.7,sports,safe,Epic win moment
vid_05572,21.3,comedy,unsafe,Helmet didn't help
vid_05573,20.2,dance,unsafe,Kitchen fire incident
vid_05574,23.9,sports,safe,"Groovy beats, no drama"
vid_05575,23.0,DIY,safe,Taco tutorial FTW
vid_05576,23.9,comedy,safe,Silly hat montage
vid_05577,6.2,food,safe,Silly hat montage
vid_05578,9.7,dance,unsafe,Cliff dive gone splash
vid_05579,33.0,gaming,safe,"Weather forecast, yawn"
vid_05580,29.9,food,safe,"Groovy beats, no drama"
vid_05581,11.0,animals,unsafe,Kitchen fire incident
vid_05582,13.1,comedy,safe,Laughter guaranteed!
vid_05583,34.0,DIY,unsafe,Slow-mo punch to the face
vid_05584,23.1,animals,safe,"Groovy beats, no drama"
vid_05585,15.8,sports,unsafe,Cliff dive gone splash
vid_05586,9.7,sports,unsafe,Trip and fall
vid_05587,30.5,animals,safe,Wholesome DIY project
vid_05588,34.7,animals,safe,Happy puppy vibes
vid_05589,20.8,gaming,unsafe,Trip and fall
vid_05590,11.1,food,unsafe,Cliff dive gone splash
vid_05591,14.9,gaming,unsafe,Kitchen fire incident
vid_05592,31.3,travel,unsafe,Trip and fall
vid_05593,7.0,news,unsafe,Cat vs. blender – yikes!
vid_05594,9.7,dance,safe,Wholesome DIY project
vid_05595,8.0,DIY,unsafe,Helmet didn't help
vid_05596,33.9,food,unsafe,Helmet didn't help
vid_05597,18.0,gaming,safe,Happy puppy vibes
vid_05598,18.6,music,unsafe,Helmet didn't help
vid_05599,7.7,DIY,unsafe,Trip and fall
vid_05600,13.0,dance,unsafe,Slow-mo punch to the face
vid_05601,27.1,comedy,safe,"Weather forecast, yawn"
vid_05602,25.0,animals,safe,Happy puppy vibes
vid_05603,28.2,travel,safe,Silly hat montage
vid_05604,7.0,music,unsafe,Cat vs. blender – yikes!
vid_05605,18.4,food,unsafe,Dance fail compilation
vid_05606,32.6,food,unsafe,Hammer meets thumb
vid_05607,20.5,DIY,safe,Laughter guaranteed!
vid_05608,31.8,DIY,safe,Wholesome DIY project
vid_05609,26.9,travel,safe,Relaxing scenery
vid_05610,19.5,DIY,unsafe,Cat vs. blender – yikes!
vid_05611,24.5,animals,unsafe,Hammer meets thumb
